1,78.000000
101,4284.000000
201,3080.000000
301,4852.000000
401,10632.000000
501,8666.000000
601,14158.000000
701,9482.000000
801,12612.000000
901,15742.000000
1001,24722.000000
1101,27934.000000
1201,21190.000000
1301,22196.000000
1401,25634.000000
1501,27872.000000
1601,27446.000000
1701,24662.000000
1801,35948.000000
1901,48934.000000
2001,34764.000000
2101,35978.000000
2201,38496.000000
2301,46152.000000
2401,47006.000000
2501,49216.000000
2601,46276.000000
2701,47816.000000
2801,49126.000000
2901,91892.000000
